Created_Date,Property_Type,Property_Address,Number_of_bedroom(s),Price_Month,Price_Week,Agent_Name,Agent_Location,Agent_Number
21/09/2023,Apartment,Pavilion Parade,3,2300,531,Leaders Lettings,Kemptown,01273 109887
21/09/2023,Apartment,"Kingwood Garden, Goodman'S Field, Aldgate East, London, E1",1,3098,715,Relocate-Me.Co.Uk,London,020 3872 5280
21/09/2023,Apartment,"Walpole Court, Ealing Green, London, Greater London, W5",2,3500,808,Benjamin Stevens,Edgware,020 3893 8927
21/09/2023,House Share,"Windsor Street, Brighton",1,1400,323,Stanfords Estates,Brighton,01273 109714
21/09/2023,Apartment,"Eastfields Avenue, London, Sw18",2,2750,635,Celestial Globe,Westminster,020 7583 3111
21/09/2023,Semi-Detached House,"Uplands Park Road, Rayleigh, Ss6",3,1600,369,Elliott & Smith Partnership,Rayleigh,01268 203678
21/09/2023,Apartment,"Cashmere House, Goodmans Fields, Leman Street, Aldgate, Aldgate East, London, E1",1,3250,750,Relocate-Me.Co.Uk,London,020 3872 5280
26/09/2023,Apartment,"One Crown Place, Ec2A",2,5200,1200,Harvey W James,London,020 3909 6747
21/09/2023,Flat,Kennington Lane,3,3497,807,1 Ability Estate Agents,London,020 3910 6304
21/09/2023,Flat,"Central Mill Apartments, Samuel Street, E8",2,2450,565,L&Q,Lettings,020 3370 9509
21/09/2023,Flat,"Cheviot Court, Luxborough Street, Marylebone, London, W1U",2,2925,675,Kubie Gold Associates,London,020 3834 8585
21/09/2023,Flat,"Thornes House, Nine Elms",3,6873,1586,Sn Estates London,London,020 3871 1988
21/09/2023,Terraced House,"Cape Yard, London, E1W",4,4250,981,Jbrown,London,020 3909 7891
21/09/2023,Terraced House,"Great Russell Street, 
Holborn, Wc1B",2,3900,900,Chestertons Estate Agents,Covent Garden Lettings,020 3872 5331
21/09/2023,Apartment,"Rathbone Place, London, W1T",1,5700,1315,Waterfronts,London,020 3835 3031
21/09/2023,Semi-Detached House,"Campbell Road, Twickenham",3,2400,554,Milestone & Collis,Twickenham,020 3909 8925
21/09/2023,Semi-Detached House,"Logan Close, Hounslow",3,2500,577,Tony Alan Estates,London,020 3834 8169
21/09/2023,Flat,"Elvaston Place, South Kensington",1,2167,500,Pomp Properties,London,020 3840 3585
21/09/2023,Apartment,"Mint Street, London, Se1",1,1573,363,Residential Realtors,London,020 3834 8384
21/09/2023,Apartment,"Cranbourn Street, Covent Garden, Wc2",2,5308,1225,Tavistock Bow,London,020 3872 0732
21/09/2023,House,"9  Churchyard Row, London, London",1,2614,603,Hybr,London,020 3966 4594
21/09/2023,House,"Stockwell Studio Apartment Courland Grove, London, London",1,1360,314,Hybr,London,020 3966 4594
21/09/2023,Terraced House,"Redman House, Lant Street, London, Se1",1,1599,369,Residential Realtors,London,020 3834 8384
21/09/2023,Terraced House,"Redman House, Lant Street, London, Se1",1,1599,369,Residential Realtors,London,020 3834 8384
21/09/2023,Terraced House,"Redman House, Lant Street, London, Se1",1,1599,369,Residential Realtors,London,020 3834 8384
21/09/2023,Terraced House,"Redman House, Lant Street, London, Se1",1,1599,369,Residential Realtors,London,020 3834 8384
21/09/2023,Terraced House,"Redman House, Lant Street, London, Se1",1,1599,369,Residential Realtors,London,020 3834 8384
21/09/2023,Apartment,"Becquerel Court, West Parkside, Greenwich, Se10",2,2200,508,1St Avenue,London,020 3909 6734
21/09/2023,Terraced House,"Lockesfield Place, Isle Of Dogs, Docklands,London, E14",6,4800,1108,Reiss Samuels,London,020 3840 3467
21/09/2023,Flat,"Devons Road, London",4,3250,750,City Realtor Limited,London,020 7790 7702
20/09/2023,Cottage,"Hamilton Road, East Finchley, N2",3,2450,565,Jeremy Leaf & Co,North Finchley,020 3889 1538
21/09/2023,Flat,"Devons Road, London",4,3250,750,City Realtor Limited,London,020 7790 7702
20/09/2023,Apartment,"Cedar House, Nottingham Place",2,4333,1000,Manors,London - Lettings,020 3909 9750
20/09/2023,Flat,"City Tower, E14",2,2500,577,One Move Group,London,020 3840 3700
20/09/2023,Cottage,"Willifield Way, London, Nw11",2,2490,575,Jeremy Leaf & Co,North Finchley,020 3889 1538
20/09/2023,Cottage,"Willifield Way, London, Nw11",2,2490,575,Jeremy Leaf & Co,East Finchley,020 3889 9180
20/09/2023,Terraced House,Galsworthy Avenue,3,2167,500,Residential Realtors,London,020 3834 8384
20/09/2023,Flat,"Carysfort Road, Stoke Newington, Hackney, N16",3,3250,750,Dimension Estates,London,020 3834 8078
20/09/2023,Flat,Luxurious Flat At Western Circus,1,2250,519,Rainbow Reid,London,020 8154 5525
20/09/2023,Apartment,"Great Dover Street, London, Se1",3,2817,650,Residential Realtors,London,020 3834 8384
20/09/2023,Apartment,Endell Street,3,4507,1040,Barnard Marcus Lettings,Covent Garden Lettings,020 3869 5311
20/09/2023,Apartment,"Waterhouse Apartments, Saffron Central Square, Croydon, Cr0",1,1450,335,1St Avenue,Surrey,020 3834 8042
20/09/2023,Semi-Detached Bungalow,"Louis Drive, Rayleigh, Ss6",2,1450,335,Elliott & Smith Partnership,Rayleigh,01268 203678
20/09/2023,Flat,"Wandsworth Road, Stockwell / Battersea / Clapham Borders      Sw8",2,1842,425,Black Katz,London Bridge,020 3879 5741
20/09/2023,Detached House,"Wain Close, Little Heath",5,4750,1096,Moloney'S Estate Agents,Cuffley,01707 241386
20/09/2023,Flat,"Starlingsbridge, Nightingale Road, Hitchin",2,1400,323,D + J Lettings,Hitchin,01462 415776
20/09/2023,Flat,"Princeton Street, Wc1R",2,2950,681,Portico,Bloomsbury,020 3840 3457
20/09/2023,Apartment,"Glass Pavilion, Princes Street, Brighton",2,2350,542,Spark And Sons,Hove,01273 109791
20/09/2023,Flat,"Lampton Avenue, Hounslow, Tw3",1,1195,276,Blue Estate Agents Ltd,Heston,020 3909 0321
20/09/2023,Flat,"Strathmore Court, St John'S Wood Nw8",4,9338,2155,Sn Estates London,London,020 3871 1988
20/09/2023,House,"Bosanquet Close, Uxbridge",5,2500,577,Arron James,Greenford,01895 545733
20/09/2023,Apartment,"Skyline Apartments, Devan Grove, Woodberry Down, London N4",3,4333,1000,London Capital Homes,London,020 3840 3969
20/09/2023,Maisonette,"Vassall Road, Oval, London, Sw9",4,3900,900,Davis & Gibbs Ltd,Oval,020 3910 6356
20/09/2023,Flat,"Mecklenburgh Square, Wc1N",2,2500,577,Portico,Bloomsbury,020 3840 3457
28/09/2023,Apartment,"Greenford Quay, Greenford, Ub6",1,2040,471,Home Made,London,01202 145329
20/09/2023,Apartment,"Camberwell New Road, London, Se5",1,1800,415,Relocate-Me.Co.Uk,London,020 3872 5280
20/09/2023,Property,"The View, Staines Road West, Sunbury-On-Thames, Tw16",2,1700,392,Paladin,London,020 8050 0001
20/09/2023,Block Of Apartments,"The View, Staines Road West, Sunbury-On-Thames, Tw16",2,1700,392,Paladin,London,020 8050 0001
20/09/2023,Apartment,"The View, Staines Road West, Sunbury-On-Thames, Tw16",1,1550,358,Paladin,London,020 8050 0001
20/09/2023,Semi-Detached House,"Granville Road, Watford, Wd18",4,2700,623,Upad,Coventry,020 3866 6837
20/09/2023,Ground Maisonette,"Sheffield Square, London, E3",4,2995,691,Hamletts Ltd,London,020 3835 3689
20/09/2023,Flat,"Goldstone Villas, Hove, Bn3",2,1400,323,Openrent,London,020 3322 3265
19/09/2023,Flat,"Fountain Park Way, London, W12",4,12000,2769,One Move Group,London,020 3840 3700
19/09/2023,Semi-Detached House,"Herald Street, Broughton, Aylesbury, Hp22",3,1950,450,Openrent,London,020 3322 3265
19/09/2023,Apartment,"Fairview Road, London, Sw16",1,1550,358,Jbrown,London,020 3909 7891
19/09/2023,Apartment,"Earlham Street, Covent Garden, Wc2H",1,2817,650,Cbre Residential,West End,020 3835 6483
19/09/2023,Apartment,"Hillyard Street, London, Oval, Sw9",2,2650,612,Davis & Gibbs Ltd,Oval,020 3910 6356
19/09/2023,Apartment,"Malcolm Place, Reading, Berkshire",1,1200,277,Keller Williams Oxygen,Maidenhead,020 3828 7641
19/09/2023,Maisonette,"Britten Street, Chelsea, London, Sw3",2,4000,923,Interlet Sales And Lettings,Kensington,020 3910 6290
19/09/2023,Apartment,"1 Bed, 3Rd Floor Coot At The Halcyon In Fresh Wharf",1,1750,404,Simple Life London,Fresh Wharf,020 3909 8899
19/09/2023,Flat,"North Gower Street, Euston Nw1",2,2600,600,Black Katz,Camden,020 3835 2413
19/09/2023,Apartment,"Cube Apartments, Kings Cross Road, London, Wc1X",1,2773,640,Relocate-Me.Co.Uk,London,020 3872 5280
19/09/2023,House Share,"Flat Share, Clarkson Court, Hatfield, Al10",1,795,183,Uni Living London,London,020 3909 3849
19/09/2023,Ground Floor Flat,"Cluny Place, London, Se1",3,4100,946,Awchilds Ltd,London,020 3834 7892
19/09/2023,Apartment,"Heia Wharf, Hawkins Road, Colchester",2,1100,254,Yaxley Homes,Witham,01376 312669
19/09/2023,Apartment,East Street,2,2000,462,Leaders Lettings,Kemptown,01273 109887
07/08/2023,Apartment,161 Fulham Road Sw3,2,5742,1325,Residential Land Ltd,London - Lettings,020 3840 3778
19/09/2023,Apartment,"William Iv Street, Covent Garden, Wc2",2,4312,995,Tavistock Bow,London,020 3872 0732
19/09/2023,Flat,"New Ash Close, East Finchley, N2",2,1750,404,Jeremy Leaf & Co,East Finchley,020 3889 9180
19/09/2023,House Share,"Christchurch Road, Virginia Water",1,895,207,S J Smith Estate Agents,Ashford,01784 778138
19/09/2023,Flat,"Waleran Flats Old Kent Road, Borough/London Bridge Se1",2,2058,475,Black Katz,London Bridge,020 3879 5741
19/09/2023,Apartment,"Monmouth Street, Covent Garden, Wc2",2,6283,1450,Tavistock Bow,London,020 3872 0732
19/09/2023,Terraced House,"Brookside, Uxbridge, Ub10",3,2200,508,Blue Estate Agents Ltd,Heston,020 3909 0321
19/09/2023,Flat,"Dean Court, Holbrook Road, Cambridge",2,1495,345,Lets Rent Cambridge,Milton,07896 352160
19/09/2023,Apartment,"80 Back Church Lane, Twyne House Apartments, London",2,3466,800,Foundation Estate Agents,London,020 3889 9191
19/09/2023,Apartment,"80 Back Church Lane, Twyne House Apartments, London",2,3358,775,Foundation Estate Agents,London,020 3889 9191
19/09/2023,Apartment,"80 Back Church Lane, Twyne House Apartment, London",2,3358,775,Foundation Estate Agents,London,020 3889 9191
19/09/2023,House,"Warwick Road, Bounds Green, N11",4,3395,783,The Property Company,Crouch End,020 3870 6387
19/09/2023,Apartment,"Coleherne Road, London, Sw10",2,2999,692,Parkes Estate Agents,Kensington,020 3910 6260
19/09/2023,Detached House,"Turstin Drive, Fleet, Hampshire, Gu51",5,3995,922,Mackenzie Smith,Fleet,01252 221910
19/09/2023,End Of Terrace House,"Strahan Road, Bow, E3",4,4250,981,Bairstow Eves Lettings,Bow,020 3879 9966
19/09/2023,Flat,"Garratt Lane, Earlsfield Sw18",2,2340,540,Black Katz,London Bridge,020 3879 5741
19/09/2023,Apartment,"Chatsworth House, Duchess Walk",2,4750,1096,Sab - Saint Andrews Bureau Ltd,London,020 7459 4575
19/09/2023,Apartment,"Wood Crescent, Television Centre",2,4200,969,Sab - Saint Andrews Bureau Ltd,London,020 7459 4575
19/09/2023,Apartment,"Gorsuch Place, Shoreditch",2,3650,842,Sab - Saint Andrews Bureau Ltd,London,020 7459 4575
19/09/2023,Apartment,"Rosewood Building, Cremer Street",2,3500,808,Sab - Saint Andrews Bureau Ltd,London,020 7459 4575
19/09/2023,Terraced House,"Brayards Road, Peckham, Se15",5,4000,923,Ckb Estate Agents,Eltham,020 3840 3964
28/09/2023,Apartment,"Courtfield Gardens, London, Sw5 0Pj, Uk",1,3210,741,Blueground Furnished Apartments Uk Ltd,London,020 3319 6480
19/09/2023,Apartment,"Caledonian Road, Islington King'S Cross Holloway, London",3,3900,900,David Astburys,London,020 3870 5045
19/09/2023,Apartment,"Tower House, Uxbridge",2,1850,427,Cameron Estate Agents,Uxbridge,01895 917837
19/09/2023,Flat,Wimpole Street,2,6023,1390,Scraye,London,020 3834 8234
19/09/2023,Apartment,"Tidey Apartments, East Acton Lane, W3",1,2200,508,Regent Letting And Property Management,London,020 3834 8532
19/09/2023,Ground Floor Flat,Pavilion Road,3,14083,3250,Scraye,London,020 3834 8234
19/09/2023,Flat,Hayes Place,2,3987,920,Scraye,London,020 3834 8234
18/09/2023,Flat,Maddox Street,2,7427,1714,Scraye,London,020 3834 8234
18/09/2023,Flat,"Chalton Street, London, Nw1",5,4950,1142,Openrent,London,020 3322 3265
18/09/2023,House Share,"Upper High Street, Epsom, Kt17",6,750,173,Eastons Ltd,Epsom,01372 722727
18/09/2023,Flat,"Stockwell Green, Stockwell Sw9",5,4767,1100,Black Katz,London Bridge,020 3879 5741
18/09/2023,Apartment,"Compton Street, London, Ec1V",3,3750,865,Hemmingfords,London,020 3840 3380
18/09/2023,Apartment,"Prestigious Art Deco Mansion Block- Five Bedroom - Strathmore Court Nw8 - (2523 Sq. Ft) - 2,020 P/W",5,8753,2020,Completion Sales & Lettings Ltd,London,020 3835 5920
18/09/2023,Apartment,"Prestigious Art Deco Mansion Block- Five Bedroom - Strathmore Court Nw8 - (2362 Sq. Ft) - 1,960 P/W",5,8493,1960,Completion Sales & Lettings Ltd,London,020 3835 5920
18/09/2023,Apartment,"Poole Street, London, N1",2,2750,635,Idm Estates Ltd,London,020 3910 6473
18/09/2023,Terraced House,"Port Hall Mews, Brighton, Bn1",3,2000,462,Openrent,London,020 3322 3265
18/09/2023,Apartment,"Kennington Lane, Oval Village, Se11",2,3800,877,London Property Guru,London,020 3909 6757
18/09/2023,Flat,"Great Sutton Street , Clerkenwell / Farringdon Ec1V",3,3978,918,Black Katz,Islington,020 3835 3598
18/09/2023,Apartment,"Western Avenue, Perivale, Greenford, Ub6",2,1950,450,Idm Estates Ltd,London,020 3910 6473
18/09/2023,Flat,"Uxbridge, Ub10 0Aj #362589",1,1200,277,Homes2Rent,Manchester,0161 694 7142
18/09/2023,Apartment,"Princes House, North Street",2,2000,462,Leaders Lettings,Kemptown,01273 109887
18/09/2023,Flat,"Gower Street, Wc1E",3,4442,1025,Greater London Properties,Bloomsbury,020 3893 8926
18/09/2023,Apartment,"1 Twain Way , Tattenhoe , Milton Keynes , Mk4",1,1200,277,Elevation,Milton Keynes,01908 103259
27/09/2023,Apartment,"Osier Lane, London, Se10",2,2000,462,1St Avenue,London,020 3909 6734
18/09/2023,House Share,"Central Avenue, Cambridge",1,695,160,Alexander Greens,Cambridge,01223 972785
18/09/2023,Flat,"Bailey House, Cambridge Cb1",2,1850,427,Alexander Greens,Cambridge,01223 972785
18/09/2023,Apartment,"Lockgate Road, London, Sw6",1,2750,635,Celestial Globe,Westminster,020 7583 3111
18/09/2023,Flat,"Berkeley Street, London, W1J",2,4117,950,Openrent,London,020 3322 3265
18/09/2023,Flat,"Rochester Square, Camden, Nw1",4,3995,922,Uni Living London,London,020 3909 3849
18/09/2023,Flat,"Rochester Square, Camden, Nw1",4,3995,922,Uni Living London,London,020 3909 3849
20/09/2023,Cottage,"Hamilton Road, East Finchley, N2",3,2450,565,Jeremy Leaf & Co,North Finchley,020 3889 1538
18/09/2023,Cottage,"Hamilton Road, East Finchley, N2",3,2450,565,Jeremy Leaf & Co,East Finchley,020 3889 9180
18/09/2023,Maisonette,"Rainham House, Bayham Place, Nw1",4,3995,922,Uni Living London,London,020 3909 3849
18/09/2023,Apartment,12 Old Forge Mews London W12,3,2999,692,London Capital Homes,London,020 3840 3969
18/09/2023,Flat,Zinc Street Sugar House Island E15,1,2150,496,Jll,Stratford,020 3840 3310
18/09/2023,Maisonette,"The Grove, Potters Bar, En6",2,1600,369,Home Counties,Potters Bar,01707 241280
18/09/2023,Apartment,"City Road, London, Ec1V",1,3293,760,Ukmate,London,020 3984 8345
18/09/2023,Flat,"Hogarth Road, Earls Court",2,3200,738,Pomp Properties,London,020 3840 3585
18/09/2023,Apartment,"Devereux Court, Strand, London, Wc2R",3,5500,1269,Stirling Ackroyd Lettings,Clerkenwell,020 3889 9167
18/09/2023,Flat,"St Oswalds Place, Vauxhall",3,2395,553,Alex Crown Lettings & Estate Agents,Islington,020 3834 8137
18/09/2023,Apartment,"Riverpark Court, Embankment Gardens, London, Greater London, Sw3",4,6500,1500,Victorstone,City Road,020 3834 7921
26/09/2023,Apartment,"Skye Crescent, Bletchley, Milton Keynes, Mk3",1,995,230,Elevation,Milton Keynes,01908 103259
18/09/2023,Apartment,"City Road, London, Ec1V",1,3293,760,Ukmate,London,020 3984 8345
18/09/2023,Flat,"Hogarth Road, Earls Court",2,3200,738,Pomp Properties,London,020 3840 3585
18/09/2023,Apartment,"Devereux Court, Strand, London, Wc2R",3,5500,1269,Stirling Ackroyd Lettings,Clerkenwell,020 3889 9167
18/09/2023,Flat,"St Oswalds Place, Vauxhall",3,2395,553,Alex Crown Lettings & Estate Agents,Islington,020 3834 8137
18/09/2023,Apartment,"Riverpark Court, Embankment Gardens, London, Greater London, Sw3",4,6500,1500,Victorstone,City Road,020 3834 7921
18/09/2023,Apartment,"Windsor Way, Aldershot, Hampshire, Gu11",1,1100,254,Mackenzie Smith,Fleet,01252 221910
18/09/2023,House Share,"Gabriels Hill, Maidstone, Kent, Me15",1,650,150,Your Move,Maidstone,01622 232960
18/09/2023,Semi-Detached House,"Ambassador Square,Canary Wharf, London, E14",6,5720,1320,Reiss Samuels,London,020 3840 3467
18/09/2023,House Share,"Upper High Street, Epsom, Kt17",6,650,150,Eastons Ltd,Epsom,01372 722727
18/09/2023,House Share,"Upper High Street, Epsom, Kt17",6,650,150,Eastons Ltd,Epsom,01372 722727
18/09/2023,House Share,"Upper High Street, Epsom, Kt17",6,650,150,Eastons Ltd,Epsom,01372 722727
18/09/2023,House Share,"Upper High Street, Epsom, Kt17",1,750,173,Eastons Ltd,Epsom,01372 722727
18/09/2023,Penthouse,"Strathmore Court, Park Road, St Johns Wood, London, Nw8",4,9338,2155,Exp Uk,London,03304 609968
18/09/2023,Terraced House,"Coopers Close, London, E1",2,2500,577,Upad,Coventry,020 3866 6837
16/09/2023,House Share,Pugh Place,1,800,185,Leaders Lettings,Southend-On-Sea,01702 967912
15/09/2023,Flat,"Bevenden Street, Finn House Bevenden Street, N1",3,2800,646,One Move Group,London,020 3840 3700
15/09/2023,Mews House,"Barnard Mews, Clapham Junction, London, Sw11",2,2500,577,Century 21 London Central,Westminster,020 3869 5768
15/09/2023,Apartment,"Colindale Gardens, London, Nw9",1,1900,438,London Property Guru,London,020 3909 6757
15/09/2023,Apartment,"Albany Gardens, Colchester",3,1300,300,Charles David Casson,Chelmsford,01245 945754
15/09/2023,Flat,"Edgware Road, London, W2 1Gn",1,3600,831,Procuro Limited,Procuro Limited,020 8016 2832
15/09/2023,Block Of Apartments,"The View, Staines Road West, Sunbury-On-Thames, Tw16",2,1700,392,Paladin,London,020 8050 0001
15/09/2023,Flat Share,Bedford | Student | September | Mk41,1,576,133,Nest Student,Newcastle,07723 499324
15/09/2023,Flat,"Oriental Place, Brighton",2,1595,368,Oceans Property Management Ltd,Brighton,01273 092979
15/09/2023,Flat,Copper Works Wharf Sugar House Island E15,2,2400,554,Jll,Stratford,020 3840 3310
15/09/2023,Apartment,"Tower Street, Covent Garden",1,3033,700,Tavistock Bow,London,020 3872 0732
15/09/2023,Apartment,Strathmore Court Nw8,4,9338,2155,Residential Land Ltd,London - Lettings,020 3840 3778
15/09/2023,Apartment,"Hither Green Lane, Hither Green, London, Se13",2,1750,404,1St Avenue,London,020 3909 6734
15/09/2023,House Share,"Duckett Street, Stepney Green, E1",5,1300,300,City Rooms,London,020 3597 6612
15/09/2023,Apartment,"Broadway, London, Sw1H",1,4575,1056,Celestial Globe,Westminster,020 7583 3111
15/09/2023,Flat,"Seymour House, London",1,2167,500,Keller Williams Prime Properties,London,020 3907 3065
15/09/2023,Flat,"Bolsover Street, Fitzrovia, London, W1W",3,4117,950,Robert Irving Burns,London,020 3897 0863
15/09/2023,Flat,"Circus Apartments, Canary Wharf",2,4333,1000,Living Space Estate Agents,Islington,020 7354 0505
26/09/2023,Apartment,"Clarendon Court,  Golden Lane, Barbican, Ec1Y",2,3792,875,Greater London Properties,Bloomsbury,020 3893 8926
15/09/2023,House Of Multiple Occupation,"Goldings Crescent, Hatfield, Al10",1,465,107,Lettings Of London Ltd,Whetstone,020 3866 6744
15/09/2023,Apartment,"Regent House, North Street, Brighton",1,1500,346,Stanfords Estates,Brighton,01273 109714
15/09/2023,Flat,"Fulham Road, South Kensington, London, Sw3",2,4550,1050,Exp Uk,London,03304 609968
15/09/2023,Apartment,"Radnor Terrace, London, W14 8Az, Uk",1,3670,847,Blueground Furnished Apartments Uk Ltd,London,020 3319 6480
15/09/2023,Flat,"Manor Park, Hither Green , London, Se13",2,1500,346,Stanford Estates,Hither Green,020 3834 8664
15/09/2023,Apartment,"Church Avenue, Chingford, E4",2,1600,369,Daboraconway,Wanstead,020 8989 1234
15/09/2023,Apartment,"Station Road North, Egham, Surrey, Tw20",1,1600,369,Stirling Ackroyd Lettings,Egham - Lettings,01784 778857
14/09/2023,Apartment,"Trinity Tower, 28 Quadrant Walk, Canary Wharf, Isle Of Dogs, London E14",1,2400,554,Relocate-Me.Co.Uk,London,020 3872 5280
14/09/2023,Terraced House,"Madras Road, Cb1",6,3500,808,Leaders Lettings,Cambridge,01223 972828
14/09/2023,Apartment,"Quayside Drive, Colchester",2,1200,277,Jackson & Co Ltd,Colchester,01206 586134
14/09/2023,Apartment,"Albany Gardens, Colchester",2,1150,265,Jackson & Co Ltd,Colchester,01206 586134
14/09/2023,Flat,"West Street, Brighton, Bn1",2,1750,404,Openrent,London,020 3322 3265
14/09/2023,Flat,"St. Stephens Gardens, London, W2",2,4247,980,Ukmate,London,020 3984 8345
14/09/2023,Terraced House,"Court Way, Acton W3 0Py",4,3397,784,Citydeal Estates,London,020 8896 0800
14/09/2023,Apartment,"Herschel Street, Slough, Slough, Sl1",2,1950,450,Paladin,London,020 8050 0001
14/09/2023,Apartment,"Victoria Residences, Victoria Street, Windsor, Windsor, Sl4",2,3500,808,Paladin,London,020 8050 0001
14/09/2023,Semi-Detached House,"Green Street, Hp11",4,1600,369,Chiltern Hills,High Wycombe,01494 509216
14/09/2023,Detached House,"Metro Central Heights, Elephant And Castle, London, Se1",4,4500,1038,Davis & Gibbs Ltd,Oval,020 3910 6356
14/09/2023,House Share,"West Riding [Double Room], Bricket Wood",1,650,150,Martin & Co,St. Albans,01727 224628
29-09-2023,Apartment,"Muswell Hill, London, N10",2,2903,670,Home Made,London,01202 145329
14/09/2023,Apartment,"Albany Gardens, Colchester",2,1150,265,Jackson & Co Ltd,Colchester,01206 586134
14/09/2023,Flat,"West Street, Brighton, Bn1",2,1750,404,Openrent,London,020 3322 3265
14/09/2023,Flat,"St. Stephens Gardens, London, W2",2,4247,980,Ukmate,London,020 3984 8345
14/09/2023,Terraced House,"Court Way, Acton W3 0Py",4,3397,784,Citydeal Estates,London,020 8896 0800
14/09/2023,Apartment,"Herschel Street, Slough, Slough, Sl1",2,1950,450,Paladin,London,020 8050 0001
14/09/2023,Apartment,"Victoria Residences, Victoria Street, Windsor, Windsor, Sl4",2,3500,808,Paladin,London,020 8050 0001
14/09/2023,Semi-Detached House,"Green Street, Hp11",4,1600,369,Chiltern Hills,High Wycombe,01494 509216
14/09/2023,House Share,"Faulkner Street , Oxford",3,2600,600,Martin & Co,Oxford,01865 638808
14/09/2023,Detached House,"Metro Central Heights, Elephant And Castle, London, Se1",4,4500,1038,Davis & Gibbs Ltd,Oval,020 3910 6356
14/09/2023,House Share,"West Riding [Double Room], Bricket Wood",1,650,150,Martin & Co,St. Albans,01727 224628
14/09/2023,Flat,"Bedford Place, Brighton, Bn1",1,1600,369,Brices,Hove,01273 776633
14/09/2023,House Of Multiple Occupation,"Goldings Crescent, Hatfield, Al10",1,650,150,Lettings Of London Ltd,Whetstone,020 3866 6744
14/09/2023,House Of Multiple Occupation,"Goldings Crescent, Hatfield, Al10",1,650,150,Lettings Of London Ltd,Whetstone,020 3866 6744
14/09/2023,End Of Terrace House,"Stockwell Park Road, London, Sw9",4,4500,1038,Davis & Gibbs Ltd,Oval,020 3910 6356
14/09/2023,Apartment,"St George'S Square, Sw1V, London",2,3250,750,Hello Neighbour,London,020 3909 7829
14/09/2023,End Of Terrace House,"Greenleaf Court, Eton Road, Datchet, Sl3",2,1550,358,Oakwood Estates,Datchet,01753 387396
14/09/2023,Flat,"Georgette Apartments, E1",1,2383,550,One Move Group,London,020 3840 3700
14/09/2023,Apartment,"Alderney Place, Shenley Brook End, Milton Keynes, Mk5",2,950,219,Elevation,Milton Keynes,01908 103259
13/09/2023,Terraced House,"Lyndhurst Grove, London, Se15",7,5000,1154,Winkworth,Forest Hill & New Cross,020 3879 5242
13/09/2023,Terraced House,"Lyndhurst Grove, London, Se15",8,5500,1269,Winkworth,Forest Hill & New Cross,020 3879 5242
28/09/2023,Maisonette,"Trundley'S Terrace, Surrey Quays, Se8",4,3597,830,Chanin Estates,London,020 3907 2608
13/09/2023,Apartment,"Balcombe Street, Marylebone, London, Nw1",1,2448,565,Kubie Gold Associates,London,020 3834 8585
13/09/2023,Flat,"Nightingale House, Stockwell",1,1729,399,Outlet Residential,London,020 3869 0902
13/09/2023,Flat,"London, Greater London, Se8",4,3000,692,Kallars,London,020 3835 4661
13/09/2023,House Share,Room In High Wycombe,1,795,183,Haart,Maidenhead,01628 965571
13/09/2023,Flat Share,"Queensgate House  Hereford Road    (Mile End ), London, E3",1,1083,250,Apartment Wharf,London,05600 650598
13/09/2023,Apartment,"Sharpthorne Court, Cheapside, Brighton, Bn1",2,1750,404,Winkworth,Hove,01273 063365
